fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
6.6,0.15,0.34,1,37,45,79,0.98949,2.96,0.5,11.7,6
6.7,0.34,0.43,1.6,41,29,114,0.99014,3.23,0.44,12.6,6
7.7,0.35,0.46,11.8,88,61,183,0.99786,2.86,0.47,9,5
6.7,0.31,0.09,1.4,39,53,141,0.99206,3.12,0.44,10.1,5
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
6.3,0.2,0.18,10.6,45,57,159,0.99666,3.09,0.54,9.2,5
6.6,0.28,0.23,10.4,49,45,190,0.99754,3.12,0.51,8.8,5
8.5,0.18,0.3,1.1,28,34,95,0.99272,2.83,0.36,10,4
6.5,0.35,0.38,7.4,36,20,196,0.99712,3.47,0.48,9.1,6
6.8,0.22,0.26,1.2,41,29,182,0.99104,3.04,0.35,11.2,5
6.3,0.18,0.24,3.4,53,20,119,0.99373,3.11,0.52,9.2,6
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
6.6,0.3,0.45,8,38,54,200,0.9956,3.18,0.48,9.5,5
6.3,0.34,0.27,2.5,24,40,152,0.99095,3.35,0.6,11.9,7
7.7,0.3,0.23,2,68,28,138,0.99382,3.11,0.62,9.8,5
7.7,0.31,0.23,2,69,29,134,0.99382,3.11,0.62,9.8,5
5.7,265,0.28,6.9,36,46,150,0.99299,3.36,0.44,10.8,7
5.4,255,0.33,1.2,51,29,122,0.99048,3.37,0.66,11.3,6
6.6,0.26,0.28,9.4,28,13,121,0.99254,3.17,0.34,12.1,6
4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7
5.7,265,0.28,6.9,36,46,150,0.99299,3.36,0.44,10.8,7
6.2,0.2,0.33,5.4,28,21,75,0.99012,3.36,0.41,13.5,7
7.5,0.28,0.41,1.3,44,11,126,0.99293,3.28,0.45,10.3,5
6.2,0.22,0.2,20.8,35,58,184,1.00022,3.11,0.53,9,6
7,0.34,0.26,10.3,41,51,166,0.99382,3.08,0.35,11.6,6
7.5,0.28,0.41,1.3,44,11,126,0.99293,3.28,0.45,10.3,5
6.5,0.19,0.34,1.6,29,39,116,0.98954,3.21,0.68,12.5,6
6,0.21,0.29,13.1,42,28,125,0.99936,3.39,0.45,8.6,5
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6
6.5,0.32,0.48,8,26,18,88,0.99144,3.22,0.79,12.7,4
7.1,0.21,0.72,1.6,167,65,120,0.99324,2.97,0.51,9.2,5
5.6,0.26,0.18,1.4,34,18,135,0.99174,3.32,0.35,10.2,6
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6
6.2,0.24,0.25,12.5,55,47,134,0.99758,3.3,0.51,9,5
6.3,0.28,0.29,6.8,51,40,143,0.99374,3.43,0.59,11,6
7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,7
5.5,0.17,0.23,2.9,39,10,108,0.99243,3.28,0.5,10,5
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
6.6,0.27,0.33,1.4,42,24,183,0.99215,3.29,0.46,10.7,5
5.4,0.46,0.15,2.1,26,29,130,0.98953,3.39,0.77,13.4,8
7.8,0.19,0.32,7.4,15,47,124,0.99278,2.99,0.39,11,6
5.5,0.17,0.23,2.9,39,10,108,0.99243,3.28,0.5,10,5
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
6.6,0.27,0.33,1.4,42,24,183,0.99215,3.29,0.46,10.7,5
7.8,0.19,0.32,7.4,15,47,124,0.99278,2.99,0.39,11,6
7.8,0.2,0.32,5,16,31,101,0.99186,2.99,0.39,11,6
6.1,0.17,0.28,2.5,28,22,98,0.99072,3.16,0.37,11.1,7
7.4,0.2,0.35,6.1,25,10,40,0.99244,2.79,0.52,10.9,5
6.7,0.39,0.24,2.7,17,22,80,0.99084,3.03,0.37,11.5,5
5.4,0.46,0.15,2.1,26,29,130,0.98953,3.39,0.77,13.4,8
6.9,0.4,0.17,12.9,33,59,186,0.99754,3.08,0.49,9.4,5
6.9,0.4,0.17,12.9,33,59,186,0.99754,3.08,0.49,9.4,5
6.9,0.4,0.17,12.9,33,59,186,0.99754,3.08,0.49,9.4,5
6.3,0.24,0.29,13.7,35,53,134,0.99567,3.17,0.38,10.6,6
6.9,0.4,0.17,12.9,33,59,186,0.99754,3.08,0.49,9.4,5
7.4,0.27,0.31,2.4,14,15,143,0.99094,3.03,0.65,12,4
6.1,0.27,0.28,9.8,42,61,125,0.99532,3.14,0.42,10.2,6
6.3,0.24,0.29,13.7,35,53,134,0.99567,3.17,0.38,10.6,6
5,0.61,0.12,1.3,9,65,100,0.9874,3.26,0.37,13.5,5
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
6.5,0.33,0.28,6.1,18,41,103,0.99122,3.24,0.32,12.2,6
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5
6.5,0.33,0.28,6.1,18,41,103,0.99122,3.24,0.32,12.2,6
6.3,0.15,0.3,1.4,22,38,100,0.99099,3.42,0.57,11.4,7
6.5,0.32,0.45,7.7,22,31,97,0.99134,3.2,0.7,12.7,7
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6
7.6,0.27,0.3,9.2,18,23,96,0.9938,3.08,0.29,11,6
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5
6.5,0.25,0.27,17.4,64,29,140,0.99776,3.2,0.49,10.1,6
5.6,0.19,0.31,2.7,27,11,100,0.98964,3.46,0.4,13.2,7
7.4,0.29,0.48,12.8,37,61.5,182,0.99808,3.02,0.34,8.8,5
6.4,0.34,0.44,8.2,43,54,201,0.99551,3.18,0.48,9.5,5
6.6,0.27,0.52,8.1,44,53,202,0.99548,3.18,0.48,9.5,5
6.6,0.26,0.52,8.2,47,52,191,0.99541,3.16,0.47,9.5,6
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5
6.5,0.26,0.5,8,51,46,197,0.99536,3.18,0.47,9.5,5
6.8,0.25,0.3,11.8,43,53,133,0.99524,3.03,0.58,10.4,6
6.3,0.32,0.26,12,49,63,170,0.9961,3.14,0.55,9.9,6
5.5,0.24,0.45,1.7,46,22,113,0.99224,3.22,0.48,10,5
6.5,0.25,0.27,17.4,64,29,140,0.99776,3.2,0.49,10.1,6
6.6,0.13,0.29,13.9,56,33,95,0.99702,3.17,0.39,9.4,6
7,0.39,0.21,10.7,98,13,91,0.99657,3.03,0.47,9.3,5
7.9,0.21,0.39,2,57,21,138,0.99176,3.05,0.52,10.9,5
7,0.3,0.28,2.2,42,21,177,0.99166,3.2,0.57,11.4,5
8.1,0.2,0.3,1.3,36,7,49,0.99242,2.99,0.73,10.3,5
8.3,0.18,0.3,1.1,33,20,57,0.99109,3.02,0.51,11,6
7.9,0.21,0.39,2,57,21,138,0.99176,3.05,0.52,10.9,5
7.2,0.17,0.34,6.4,42,16,111,0.99278,2.99,0.4,10.8,6
8.1,0.2,0.3,1.3,36,7,49,0.99242,2.99,0.73,10.3,5
8.3,0.18,0.3,1.1,33,20,57,0.99109,3.02,0.51,11,6
7,0.39,0.21,10.7,98,13,91,0.99657,3.03,0.47,9.3,5
6.8,0.21,0.62,6.4,41,7,113,0.99358,2.96,0.59,10.2,5
6.9,0.21,0.62,6.3,42,7,109,0.99358,2.96,0.59,10.2,6
7.2,0.17,0.34,6.4,42,16,111,0.99278,2.99,0.4,10.8,6
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3
7.2,0.28,0.38,2,52,23,156,0.9912,3.13,0.52,11.1,5
7.9,0.21,0.39,2,57,21,138,0.99176,3.05,0.52,10.9,5
7,0.3,0.28,2.2,42,21,177,0.99166,3.2,0.57,11.4,5
7.4,0.34,0.28,12.1,49,31,149,0.99677,3.22,0.49,10.3,5
6.3,0.43,0.32,8.8,42,18,106,0.99172,3.28,0.33,12.9,7
6.8,0.41,0.3,8.8,45,28,131,0.9953,3.12,0.59,9.9,5
6.3,0.4,0.24,5.1,36,43,131,0.99186,3.24,0.44,11.3,6
5.1,0.35,0.26,6.8,34,36,120,0.99188,3.38,0.4,11.5,6
5.1,0.35,0.26,6.8,34,36,120,0.99188,3.38,0.4,11.5,6
6.3,0.3,0.2,3.7,39,34,132,0.99158,3,0.38,10.7,5
6.9,0.28,0.28,12.2,42,52,139,0.99522,3.03,0.56,10.4,6
7,0.33,0.28,5.7,33,39,204,0.99176,3.17,0.64,12.5,6
6.7,0.26,0.49,8.1,52,48,197,0.99558,3.19,0.48,9.5,5
7.3,0.24,0.3,2.5,42,31,104,0.9911,3.05,0.56,11.3,7
6.7,0.46,0.21,4,34,12,88,0.99016,3.26,0.54,13,6
5.1,0.35,0.26,6.8,34,36,120,0.99188,3.38,0.4,11.5,6
5.1,0.23,0.18,1,53,13,99,0.98956,3.22,0.39,11.5,5
6.3,0.4,0.24,5.1,36,43,131,0.99186,3.24,0.44,11.3,6
7.1,0.44,0.23,5.8,35,24,100,0.99062,3.15,0.57,13.2,7
4.8,0.26,0.23,10.6,34,23,111,0.99274,3.46,0.28,11.5,7
6.8,0.31,0.19,3.5,86,30,130,993,2.83,0.44,9.6,5
6.8,0.31,0.19,3.5,86,30,130,993,2.83,0.44,9.6,5
7,0.15,0.29,16.4,58,45,110,0.9978,3.15,0.37,9.7,6
6.5,0.41,0.22,4.8,52,49,142,0.9946,3.14,0.62,9.2,5
6.2,0.31,0.23,3.3,52,34,113,0.99429,3.16,0.48,8.4,5
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
6.5,0.41,0.22,4.8,52,49,142,0.9946,3.14,0.62,9.2,5
6.2,0.31,0.23,3.3,52,34,113,0.99429,3.16,0.48,8.4,5
6.7,0.37,0.25,2.5,28,24,84,0.9909,3.14,0.36,11.7,6
6.6,0.21,0.5,8.7,36,41,191,0.99294,2.96,0.56,11,6
7.5,0.26,0.31,1.6,32,36,109,0.99044,2.97,0.43,11.9,6
7.5,0.34,0.28,4,28,46,100,0.98958,3.2,0.5,13.2,7
6.7,0.37,0.25,2.5,28,24,84,0.9909,3.14,0.36,11.7,6
6.4,0.32,0.23,16.2,55,36,176,0.9986,3.26,0.54,9.1,5
6.7,0.24,0.32,9,23,20,109,0.99262,3.34,0.35,12.6,6
6.4,0.32,0.23,16.2,55,36,176,0.9986,3.26,0.54,9.1,5
7.1,0.39,0.79,1.4,194,23,90,0.99212,3.17,0.46,10.5,6
8.2,0.31,0.43,7,47,18,87,0.99628,3.23,0.64,10.6,5
6.7,0.24,0.32,9,23,20,109,0.99262,3.34,0.35,12.6,6
5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7
5.9,0.2,0.23,1.5,37,38,93,0.99021,3.36,0.49,12,6
6.6,0.32,0.26,4.6,31,26,120,0.99198,3.4,0.73,12.5,7
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
5.9,0.18,0.29,4.6,32,68,137,0.99159,3.21,0.38,11.3,6
5.9,0.2,0.23,1.5,37,38,93,0.99021,3.36,0.49,12,6
5.4,0.17,0.27,2.7,49,28,104,0.99224,3.46,0.55,10.3,6
6.1,0.21,0.3,6.3,39,47,136,0.99068,3.27,0.31,12.7,6
7.3,0.25,0.26,7.2,48,52,207,0.99587,3.12,0.37,9.2,5
7.3,0.25,0.26,7.2,48,52,207,0.99587,3.12,0.37,9.2,5
6.2,0.22,0.3,12.4,54,108,152,0.99728,3.1,0.47,9.5,6
6.5,0.27,0.19,6.6,45,98,175,0.99364,3.16,0.34,10.1,6
6.5,0.27,0.19,6.6,45,98,175,0.99364,3.16,0.34,10.1,6
6.6,0.39,0.22,4,38,17,98,0.99018,3.25,0.53,13,7
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6
8.4,0.23,0.32,1.3,48,59,113,0.99178,3.1,0.55,11,6
7.3,0.25,0.26,7.2,48,52,207,0.99587,3.12,0.37,9.2,5
6,0.22,0.25,11.1,56,112,177,0.9961,3.08,0.36,9.4,6
6.2,0.22,0.3,12.4,54,108,152,0.99728,3.1,0.47,9.5,6
6.1,0.23,0.27,9.8,55,74,134,0.99534,3.16,0.4,10.2,6
6.5,0.27,0.19,6.6,45,98,175,0.99364,3.16,0.34,10.1,6
7.3,0.36,0.54,13.3,54,63,193,0.99864,3.06,0.49,8.6,4
7.6,0.37,0.51,11.7,94,58,181,0.99776,2.91,0.51,9,5
6.7,0.26,0.51,8,62,50,194,0.99545,3.13,0.5,9.6,5
7.4,0.22,0.27,1.6,57,45,98,0.99299,3.29,0.44,9.9,7
6.1,0.22,0.28,16.55,59,54,135,0.99665,3.2,0.38,10.5,5
7.1,0.28,0.31,1.5,53,20,98,0.99069,3.15,0.5,11.4,5
6.5,0.35,0.31,10.2,69,58,170,0.99692,3.18,0.49,9.4,5
6.8,0.73,0.2,6.6,54,25,65,0.99324,3.12,0.28,11.1,4
6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,6
6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,6
7.1,0.2,0.37,1.5,49,28,129,0.99226,3.15,0.52,10.8,5
6.8,0.33,0.31,7.4,45,34,143,0.99226,3.06,0.55,12.2,6
6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,6
7.2,0.24,0.36,2,29,21,63,0.99076,3.13,0.63,12.5,6
6.8,0.33,0.31,7.4,45,34,143,0.99226,3.06,0.55,12.2,6
7.2,0.24,0.36,2,29,21,63,0.99076,3.13,0.63,12.5,6
6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,6
6.2,0.27,0.26,12.1,46,43,127,0.9951,3.16,0.37,10.8,6
6.4,0.38,0.26,8.2,43,28,98,0.99234,2.99,0.31,11.4,6
7.1,0.2,0.37,1.5,49,28,129,0.99226,3.15,0.52,10.8,5
6,0.21,0.3,8.7,36,47,127,0.99368,3.18,0.39,10.6,5
7,0.34,0.1,3.5,44,17,63,0.9937,3.01,0.39,9.2,5
5.9,435,0.16,6.4,31,21,134,0.99151,3.24,0.46,12.2,6
7,0.25,0.33,2.1,21,17,76,0.99021,3.26,0.45,12.3,6
6.7,0.26,0.29,7.7,38,40,179,0.99479,3.23,0.56,10.4,6
7,0.24,0.3,12.3,35,72,172,0.9954,2.99,0.57,10.4,6
8.5,0.23,0.34,1.3,35,54,110,0.99176,3.07,0.55,11,7
6,0.21,0.3,8.7,36,47,127,0.99368,3.18,0.39,10.6,5
7,0.34,0.1,3.5,44,17,63,0.9937,3.01,0.39,9.2,5
4.8,0.65,0.12,1.1,13,4,10,0.99246,3.32,0.36,13.5,4
6.1,0.22,0.38,2.8,144,12,65,0.9908,2.95,0.64,11.4,6
5.8,0.27,0.26,3.5,71,26,69,0.98994,3.1,0.38,11.5,6
5,455,0.18,1.9,36,33,106,0.98746,3.21,0.83,14,7
6.5,0.33,0.3,3.8,36,34,88,0.99028,3.25,0.63,12.5,7
6.5,0.33,0.3,3.8,36,34,88,0.99028,3.25,0.63,12.5,7
6.7,0.31,0.3,2.4,38,30,83,0.98867,3.09,0.36,12.8,7
6.2,0.39,0.24,4.8,37,45,138,0.99174,3.23,0.43,11.2,7
6.2,0.39,0.24,4.8,37,45,138,0.99174,3.23,0.43,11.2,7
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
7.2,0.23,0.82,1.3,149,70,109,0.99304,2.93,0.42,9.2,6
6.5,0.33,0.3,3.8,36,34,88,0.99028,3.25,0.63,12.5,7
7.2,0.25,0.32,1.5,54,24,105,0.99154,3.17,0.48,11.1,6
6.2,0.39,0.24,4.8,37,45,138,0.99174,3.23,0.43,11.2,7
4.7,455,0.18,1.9,36,33,106,0.98746,3.21,0.83,14,7
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
6.2,0.28,0.51,7.9,56,49,206,0.9956,3.18,0.52,9.4,5
6.4,0.35,0.28,1.6,37,31,113,0.98779,3.12,0.4,14.2,7
6.6,0.31,0.28,1.4,35,28,107,0.98836,3,0.4,13.2,6
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6
7.3,0.36,0.34,14.8,57,46,173,0.99751,3.14,0.57,10.2,5
6.7,0.31,0.3,2.4,38,30,83,0.98867,3.09,0.36,12.8,7
8.6,0.31,0.3,0.9,45,16,109,0.99249,2.95,0.39,10.1,5
8.6,0.31,0.3,0.9,45,16,109,0.99249,2.95,0.39,10.1,5
8.6,0.22,0.33,1.2,31,38,95,0.99239,2.83,0.31,10.3,5
6.9,0.14,0.29,9.9,56,30,91,0.99512,3.19,0.33,9.9,6
6.5,0.22,0.31,3.9,46,17,106,0.99098,3.15,0.31,11.5,5
6.6,0.32,0.47,15.6,63,27,173,0.99872,3.18,0.56,9,5
6.6,0.32,0.47,15.6,63,27,173,0.99872,3.18,0.56,9,5
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6
6.2,0.3,0.28,1.6,36,28,106,0.988245,3.14,0.41,13.3,6
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8
8.7,0.31,0.21,5.6,39,28,67,0.99328,2.96,0.52,11,4
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6
7,0.46,0.2,16.7,46,50,184,0.99898,3.08,0.56,9.4,5
5.7,0.23,0.25,7.95,42,16,108,0.99486,3.44,0.61,10.3,6
6.5,0.36,0.36,6.7,185,51.5,151,0.99528,3.17,0.42,9.3,5
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6
6.2,0.27,0.32,6.3,48,47,159,0.99282,3.21,0.6,11,6
6.9,0.4,0.37,8.9,53,36,148,996,3.16,0.5,9.3,5
4.9,345,0.34,1,68,32,143,0.99138,3.24,0.4,10.1,5
7.2,0.23,0.39,1.5,53,26,106,0.99166,3.18,0.47,11.1,6
6.4,0.2,0.15,6.6,46,26,113,0.99408,2.99,0.58,9.9,6
6.1,0.27,0.32,6.2,48,47,161,0.99281,3.22,0.6,11,6
6.2,0.27,0.32,6.3,48,47,159,0.99282,3.21,0.6,11,6
6,0.3,0.33,2.1,42,31,127,0.98964,3.32,0.42,12.5,6
6.1,0.3,0.32,2.2,42,41,142,0.98952,3.31,0.44,12.7,7
5.7,0.14,0.3,5.4,45,26,105,0.99469,3.32,0.45,9.3,5
6.9,0.4,0.37,8.9,53,36,148,996,3.16,0.5,9.3,5
4.9,345,0.34,1,68,32,143,0.99138,3.24,0.4,10.1,5
6.3,0.33,0.2,17.9,66,36,161,0.9991,3.14,0.51,8.8,5
7,0.16,0.3,2.6,43,34,90,0.99047,2.88,0.47,11.2,6
8.4,0.22,0.3,1.3,38,45,122,0.99178,3.13,0.54,10.8,7
6.3,0.33,0.2,17.9,66,36,161,0.9991,3.14,0.51,8.8,5
7,0.16,0.3,2.6,43,34,90,0.99047,2.88,0.47,11.2,6
5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5
7.7,0.31,0.36,4.3,26,15,87,0.99152,3.11,0.48,12,5
5.6,185,0.19,7.1,48,36,110,0.99438,3.26,0.41,9.5,6
5.6,185,0.19,7.1,48,36,110,0.99438,3.26,0.41,9.5,6
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
7.6,0.39,0.46,11.7,84,55,170,0.99773,2.91,0.51,9,5
7.2,0.58,0.27,5.8,32,40,118,0.99088,3.17,0.53,13,7
6,0.34,0.32,3.8,44,13,116,0.99108,3.39,0.44,11.8,7
7.5,0.35,0.48,12.4,56,61,176.5,0.99803,2.97,0.52,8.8,5
7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4
5.4,185,0.19,7.1,48,36,110,0.99438,3.26,0.41,9.5,6
6.3,0.27,0.51,7.6,49,35,200,0.99548,3.16,0.54,9.4,4
6.5,0.29,0.52,7.9,49,35,192,0.99551,3.16,0.51,9.5,6
6.4,0.17,0.3,2.8,34,33,125,0.99152,3.03,0.49,10.4,6
6.7,0.18,0.31,10.6,35,42,143,0.99572,3.08,0.49,9.8,7
6.4,0.17,0.3,2.8,34,33,125,0.99152,3.03,0.49,10.4,6
6.8,0.37,0.67,1.5,175,16,98,0.99244,3.06,0.56,10.3,6
6.3,0.27,0.51,7.6,49,35,200,0.99548,3.16,0.54,9.4,4
6.5,0.29,0.52,7.9,49,35,192,0.99551,3.16,0.51,9.5,6
6.1,0.24,0.26,1.7,33,61,134,0.9903,3.19,0.81,11.9,7
7,0.32,0.29,7.6,25,35,124,0.99162,3.15,0.65,12.8,7
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6
6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7
6.5,0.29,0.52,1.7,34,41,193,0.99223,3.25,0.59,10.4,6
6.1,0.22,0.25,12.1,35,54,135,0.99481,3.21,0.4,10.7,5
6.3,0.22,0.27,4.5,36,81,157,0.9928,3.05,0.76,10.7,7
6.1,0.24,0.26,1.7,33,61,134,0.9903,3.19,0.81,11.9,7
5.6,0.23,0.25,8,43,31,101,0.99429,3.19,0.42,10.4,6
7,0.32,0.29,7.6,25,35,124,0.99162,3.15,0.65,12.8,7
6.8,0.11,0.27,8.6,44,45,104,0.99454,3.2,0.37,9.9,6
6.8,0.11,0.27,8.6,44,45,104,0.99454,3.2,0.37,9.9,6
7.3,0.23,0.41,14.6,48,73,223,0.99863,3.16,0.71,9.4,6
6.1,0.2,0.17,1.6,48,46,129,991,3.3,0.43,11.4,6
6.8,0.11,0.27,8.6,44,45,104,0.99454,3.2,0.37,9.9,6
7.3,0.23,0.41,14.6,48,73,223,0.99863,3.16,0.71,9.4,6
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5
6.7,0.19,0.32,3.7,41,26,76,0.99173,2.9,0.57,10.5,7
6.7,0.28,0.34,8.9,48,32,111,0.99455,3.25,0.54,11,7
6.7,0.28,0.34,8.9,48,32,111,0.99455,3.25,0.54,11,7
8,0.37,0.31,4.7,38,3,127,0.99186,2.9,0.72,12.1,5
6.7,0.28,0.34,8.9,48,32,111,0.99455,3.25,0.54,11,7
6,0.26,0.29,3.1,41,37,144,0.98944,3.22,0.39,12.8,7
6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,6
6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,6
6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,6
6.4,0.25,0.57,1,62,21,122,0.99238,3,0.4,9.5,5
6.1,0.25,0.48,15.8,52,25,94,0.99782,3.07,0.45,9.2,6
6.8,0.14,0.35,1.5,47,40,117,0.99111,3.07,0.72,11.1,6
6.5,0.38,0.26,5.2,42,33,112,0.99067,3.06,0.5,12.3,7
6.8,0.14,0.35,1.5,47,40,117,0.99111,3.07,0.72,11.1,6
5.4,0.15,0.32,2.5,37,10,51,0.98878,3.04,0.58,12.6,6
6.4,0.25,0.57,1,62,21,122,0.99238,3,0.4,9.5,5
6.1,0.25,0.48,15.8,52,25,94,0.99782,3.07,0.45,9.2,6
6.8,0.22,0.32,5.9,54,40,152,0.9938,3.2,0.57,10.8,6
7.2,0.21,0.29,3.1,44,39,122,0.99143,3,0.6,11.3,6
6,0.26,0.29,3.1,41,37,144,0.98944,3.22,0.39,12.8,7
6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,6
6.5,0.46,0.24,11.5,51,56,171,0.99588,3.08,0.56,9.8,6
6.5,0.18,0.48,18,54,56,183,1.00038,2.98,0.61,8.5,6
6.2,0.32,0.12,4.8,54,6,97,0.99424,3.16,0.5,9.3,5
7.2,0.4,0.24,8.5,55,45,151,0.99626,3.2,0.52,9.2,5
5.9,0.23,0.24,1.6,37,32,115,0.99076,3.21,0.51,11.4,6
6.4,0.18,0.48,18,54,56,183,1.00038,2.98,0.61,8.5,6
6.2,0.32,0.12,4.8,54,6,97,0.99424,3.16,0.5,9.3,5
6.4,0.37,0.12,5.9,56,6,91,0.99536,3.06,0.46,8.4,4
7,0.23,0.42,1.1,62,35,100,0.99318,3.04,0.4,9.2,5
7.2,0.4,0.24,8.5,55,45,151,0.99626,3.2,0.52,9.2,5
7.6,0.19,0.37,13.1,33,52,151,0.99726,3.18,0.79,10.4,6
6,0.28,0.27,4.1,46,50,147,0.99126,3.27,0.56,11.6,6
6.2,0.32,0.45,2.9,29,37,94,0.98998,3.25,0.6,12.4,6
7.6,0.19,0.37,13.1,33,52,151,0.99726,3.18,0.79,10.4,6
6.4,0.26,0.26,1.1,52,22,176,0.99304,3.09,0.54,9.3,5
5.9,0.25,0.27,1.5,29,37,81,0.9892,3.2,0.46,12.2,6
6.1,0.28,0.3,7.75,31,33,139,0.99296,3.22,0.46,11,6
6.9,0.19,0.38,1.15,23,30,105,0.99047,3.11,0.38,11.4,5
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
6.8,0.27,0.22,17.8,34,16,116,0.9989,3.07,0.53,9.2,5
7.5,0.26,0.38,5.7,21,23,125,0.99338,3.13,0.62,11.1,6
6.8,0.27,0.22,17.8,34,16,116,0.9989,3.07,0.53,9.2,5
6.4,0.2,0.22,7.4,32,53,172,0.99404,3.24,0.58,11,6
7.3,0.33,0.22,1.4,41,40,177,0.99287,3.14,0.48,9.9,5
7.3,0.34,0.22,1.4,44,43,176,0.99286,3.14,0.46,9.9,5
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
6.1,1.1,0.16,4.4,33,8,109,0.99058,3.35,0.47,12.4,4
6.3,0.24,0.29,1.6,52,48,185,0.9934,3.21,0.5,9.4,5
6.2,0.24,0.22,7.9,53,45,149,0.99545,3.23,0.52,9.3,5
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7
6.9,0.19,0.35,13.5,38,49,118,0.99546,3,0.63,10.7,6
6.9,0.19,0.35,13.5,38,49,118,0.99546,3,0.63,10.7,6
