fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.9904299999999999,3.02,0.4,11.9,5
6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,6
6.2,0.24,0.25,12.5,55.0,47.0,134.0,0.9975799999999999,3.3,0.51,9.0,5
6.3,0.28,0.29,6.8,51.0,40.0,143.0,0.99374,3.43,0.59,11.0,6
7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,7
5.5,0.17,0.23,2.9,39.0,10.0,108.0,0.9924299999999999,3.28,0.5,10.0,5
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5
6.6,0.27,0.33,1.4,42.0,24.0,183.0,0.99215,3.29,0.46,10.7,5
5.4,0.46,0.15,2.1,26.0,29.0,130.0,0.9895299999999999,3.39,0.77,13.4,8
7.8,0.19,0.32,7.4,15.0,47.0,124.0,0.9927799999999999,2.99,0.39,11.0,6
5.5,0.17,0.23,2.9,39.0,10.0,108.0,0.9924299999999999,3.28,0.5,10.0,5
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5
6.6,0.27,0.33,1.4,42.0,24.0,183.0,0.99215,3.29,0.46,10.7,5
7.8,0.19,0.32,7.4,15.0,47.0,124.0,0.9927799999999999,2.99,0.39,11.0,6
7.8,0.2,0.32,5.0,16.0,31.0,101.0,0.9918600000000001,2.99,0.39,11.0,6
6.1,0.17,0.28,2.5,28.0,22.0,98.0,0.99072,3.16,0.37,11.1,7
7.4,0.2,0.35,6.1,25.0,10.0,40.0,0.99244,2.79,0.52,10.9,5
6.7,0.39,0.24,2.7,17.0,22.0,80.0,0.9908399999999999,3.03,0.37,11.5,5
5.4,0.46,0.15,2.1,26.0,29.0,130.0,0.9895299999999999,3.39,0.77,13.4,8
6.9,0.4,0.17,12.9,33.0,59.0,186.0,0.99754,3.08,0.49,9.4,5
6.9,0.4,0.17,12.9,33.0,59.0,186.0,0.99754,3.08,0.49,9.4,5
6.9,0.4,0.17,12.9,33.0,59.0,186.0,0.99754,3.08,0.49,9.4,5
6.3,0.24,0.29,13.7,35.0,53.0,134.0,0.99567,3.17,0.38,10.6,6
6.9,0.4,0.17,12.9,33.0,59.0,186.0,0.99754,3.08,0.49,9.4,5
7.4,0.27,0.31,2.4,14.0,15.0,143.0,0.9909399999999999,3.03,0.65,12.0,4
6.1,0.27,0.28,9.8,42.0,61.0,125.0,0.9953200000000001,3.14,0.42,10.2,6
6.3,0.24,0.29,13.7,35.0,53.0,134.0,0.99567,3.17,0.38,10.6,6
5.0,0.61,0.12,1.3,9.0,65.0,100.0,0.9874,3.26,0.37,13.5,5
6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.9979399999999999,3.31,0.58,9.7,5
6.5,0.33,0.28,6.1,18.0,41.0,103.0,0.9912200000000001,3.24,0.32,12.2,6
6.9,0.33,0.31,7.7,0.04,29.0,135.0,0.99226,3.11,0.57,12.3,5
6.5,0.33,0.28,6.1,18.0,41.0,103.0,0.9912200000000001,3.24,0.32,12.2,6
6.3,0.15,0.3,1.4,22.0,38.0,100.0,0.9909899999999999,3.42,0.57,11.4,7
6.5,0.32,0.45,7.7,22.0,31.0,97.0,0.99134,3.2,0.7,12.7,7
6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.9979399999999999,3.31,0.58,9.7,5
7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.9933799999999999,3.13,0.29,10.8,6
7.6,0.27,0.3,9.2,18.0,23.0,96.0,0.9938,3.08,0.29,11.0,6
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5
6.5,0.25,0.27,17.4,64.0,29.0,140.0,0.9977600000000001,3.2,0.49,10.1,6
5.6,0.19,0.31,2.7,27.0,11.0,100.0,0.98964,3.46,0.4,13.2,7
7.4,0.29,0.48,12.8,37.0,61.5,182.0,0.99808,3.02,0.34,8.8,5
6.4,0.34,0.44,8.2,43.0,54.0,201.0,0.99551,3.18,0.48,9.5,5
6.6,0.27,0.52,8.1,44.0,53.0,202.0,0.9954799999999999,3.18,0.48,9.5,5
6.6,0.26,0.52,8.2,47.0,52.0,191.0,0.99541,3.16,0.47,9.5,6
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5
6.5,0.26,0.5,8.0,51.0,46.0,197.0,0.99536,3.18,0.47,9.5,5
6.8,0.25,0.3,11.8,43.0,53.0,133.0,0.99524,3.03,0.58,10.4,6
6.3,0.32,0.26,12.0,49.0,63.0,170.0,0.9961,3.14,0.55,9.9,6
5.5,0.24,0.45,1.7,46.0,22.0,113.0,0.99224,3.22,0.48,10.0,5
6.5,0.25,0.27,17.4,64.0,29.0,140.0,0.9977600000000001,3.2,0.49,10.1,6
6.6,0.13,0.29,13.9,56.0,33.0,95.0,0.99702,3.17,0.39,9.4,6
7.0,0.39,0.21,10.7,98.0,13.0,91.0,0.9965700000000001,3.03,0.47,9.3,5
7.9,0.21,0.39,2.0,57.0,21.0,138.0,0.9917600000000001,3.05,0.52,10.9,5
7.0,0.3,0.28,2.2,42.0,21.0,177.0,0.99166,3.2,0.57,11.4,5
8.1,0.2,0.3,1.3,36.0,7.0,49.0,0.9924200000000001,2.99,0.73,10.3,5
8.3,0.18,0.3,1.1,33.0,20.0,57.0,0.9910899999999999,3.02,0.51,11.0,6
7.9,0.21,0.39,2.0,57.0,21.0,138.0,0.9917600000000001,3.05,0.52,10.9,5
7.2,0.17,0.34,6.4,42.0,16.0,111.0,0.9927799999999999,2.99,0.4,10.8,6
8.1,0.2,0.3,1.3,36.0,7.0,49.0,0.9924200000000001,2.99,0.73,10.3,5
8.3,0.18,0.3,1.1,33.0,20.0,57.0,0.9910899999999999,3.02,0.51,11.0,6
7.0,0.39,0.21,10.7,98.0,13.0,91.0,0.9965700000000001,3.03,0.47,9.3,5
6.8,0.21,0.62,6.4,41.0,7.0,113.0,0.9935799999999999,2.96,0.59,10.2,5
6.9,0.21,0.62,6.3,42.0,7.0,109.0,0.9935799999999999,2.96,0.59,10.2,6
7.2,0.17,0.34,6.4,42.0,16.0,111.0,0.9927799999999999,2.99,0.4,10.8,6
6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,3
7.2,0.28,0.38,2.0,52.0,23.0,156.0,0.9912,3.13,0.52,11.1,5
7.9,0.21,0.39,2.0,57.0,21.0,138.0,0.9917600000000001,3.05,0.52,10.9,5
7.0,0.3,0.28,2.2,42.0,21.0,177.0,0.99166,3.2,0.57,11.4,5
7.4,0.34,0.28,12.1,49.0,31.0,149.0,0.99677,3.22,0.49,10.3,5
6.3,0.43,0.32,8.8,42.0,18.0,106.0,0.99172,3.28,0.33,12.9,7
6.8,0.41,0.3,8.8,45.0,28.0,131.0,0.9953,3.12,0.59,9.9,5
6.3,0.4,0.24,5.1,36.0,43.0,131.0,0.9918600000000001,3.24,0.44,11.3,6
5.1,0.35,0.26,6.8,34.0,36.0,120.0,0.9918799999999999,3.38,0.4,11.5,6
5.1,0.35,0.26,6.8,34.0,36.0,120.0,0.9918799999999999,3.38,0.4,11.5,6
6.3,0.3,0.2,3.7,39.0,34.0,132.0,0.9915799999999999,3.0,0.38,10.7,5
6.9,0.28,0.28,12.2,42.0,52.0,139.0,0.9952200000000001,3.03,0.56,10.4,6
7.0,0.33,0.28,5.7,33.0,39.0,204.0,0.9917600000000001,3.17,0.64,12.5,6
6.7,0.26,0.49,8.1,52.0,48.0,197.0,0.9955799999999999,3.19,0.48,9.5,5
7.3,0.24,0.3,2.5,42.0,31.0,104.0,0.9911,3.05,0.56,11.3,7
6.7,0.46,0.21,4.0,34.0,12.0,88.0,0.99016,3.26,0.54,13.0,6
5.1,0.35,0.26,6.8,34.0,36.0,120.0,0.9918799999999999,3.38,0.4,11.5,6
5.1,0.23,0.18,1.0,53.0,13.0,99.0,0.98956,3.22,0.39,11.5,5
6.3,0.4,0.24,5.1,36.0,43.0,131.0,0.9918600000000001,3.24,0.44,11.3,6
7.1,0.44,0.23,5.8,35.0,24.0,100.0,0.9906200000000001,3.15,0.57,13.2,7
4.8,0.26,0.23,10.6,34.0,23.0,111.0,0.99274,3.46,0.28,11.5,7
7.0,0.15,0.29,16.4,58.0,45.0,110.0,0.9978,3.15,0.37,9.7,6
6.5,0.41,0.22,4.8,52.0,49.0,142.0,0.9946,3.14,0.62,9.2,5
6.2,0.31,0.23,3.3,52.0,34.0,113.0,0.99429,3.16,0.48,8.4,5
8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.9900200000000001,3.0,0.45,12.4,6
8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.9900200000000001,3.0,0.45,12.4,6
6.5,0.41,0.22,4.8,52.0,49.0,142.0,0.9946,3.14,0.62,9.2,5
6.2,0.31,0.23,3.3,52.0,34.0,113.0,0.99429,3.16,0.48,8.4,5
6.7,0.37,0.25,2.5,28.0,24.0,84.0,0.9909,3.14,0.36,11.7,6
6.6,0.21,0.5,8.7,36.0,41.0,191.0,0.9929399999999999,2.96,0.56,11.0,6
7.5,0.26,0.31,1.6,32.0,36.0,109.0,0.99044,2.97,0.43,11.9,6
7.5,0.34,0.28,4.0,28.0,46.0,100.0,0.9895799999999999,3.2,0.5,13.2,7
6.7,0.37,0.25,2.5,28.0,24.0,84.0,0.9909,3.14,0.36,11.7,6
6.4,0.32,0.23,16.2,55.0,36.0,176.0,0.9986,3.26,0.54,9.1,5
6.7,0.24,0.32,9.0,23.0,20.0,109.0,0.9926200000000001,3.34,0.35,12.6,6
6.4,0.32,0.23,16.2,55.0,36.0,176.0,0.9986,3.26,0.54,9.1,5
8.2,0.31,0.43,7.0,47.0,18.0,87.0,0.9962799999999999,3.23,0.64,10.6,5
6.7,0.24,0.32,9.0,23.0,20.0,109.0,0.9926200000000001,3.34,0.35,12.6,6
5.9,0.17,0.29,3.1,0.03,32.0,123.0,0.98913,3.41,0.33,13.7,7
5.9,0.2,0.23,1.5,37.0,38.0,93.0,0.99021,3.36,0.49,12.0,6
6.6,0.32,0.26,4.6,31.0,26.0,120.0,0.99198,3.4,0.73,12.5,7
5.9,0.12,0.27,4.8,0.03,40.0,110.0,0.99226,3.55,0.68,12.1,6
5.9,0.18,0.29,4.6,32.0,68.0,137.0,0.99159,3.21,0.38,11.3,6
5.9,0.2,0.23,1.5,37.0,38.0,93.0,0.99021,3.36,0.49,12.0,6
5.4,0.17,0.27,2.7,49.0,28.0,104.0,0.99224,3.46,0.55,10.3,6
6.1,0.21,0.3,6.3,39.0,47.0,136.0,0.9906799999999999,3.27,0.31,12.7,6
7.3,0.25,0.26,7.2,48.0,52.0,207.0,0.99587,3.12,0.37,9.2,5
7.3,0.25,0.26,7.2,48.0,52.0,207.0,0.99587,3.12,0.37,9.2,5
6.6,0.39,0.22,4.0,38.0,17.0,98.0,0.99018,3.25,0.53,13.0,7
6.0,0.31,0.38,4.8,0.04,41.0,101.0,0.9896799999999999,3.24,0.56,13.1,6
8.4,0.23,0.32,1.3,48.0,59.0,113.0,0.9917799999999999,3.1,0.55,11.0,6
7.3,0.25,0.26,7.2,48.0,52.0,207.0,0.99587,3.12,0.37,9.2,5
6.1,0.23,0.27,9.8,55.0,74.0,134.0,0.99534,3.16,0.4,10.2,6
7.3,0.36,0.54,13.3,54.0,63.0,193.0,0.99864,3.06,0.49,8.6,4
7.6,0.37,0.51,11.7,94.0,58.0,181.0,0.9977600000000001,2.91,0.51,9.0,5
6.7,0.26,0.51,8.0,62.0,50.0,194.0,0.99545,3.13,0.5,9.6,5
7.4,0.22,0.27,1.6,57.0,45.0,98.0,0.9929899999999999,3.29,0.44,9.9,7
6.1,0.22,0.28,16.55,59.0,54.0,135.0,0.99665,3.2,0.38,10.5,5
7.1,0.28,0.31,1.5,53.0,20.0,98.0,0.99069,3.15,0.5,11.4,5
6.5,0.35,0.31,10.2,69.0,58.0,170.0,0.99692,3.18,0.49,9.4,5
6.8,0.73,0.2,6.6,54.0,25.0,65.0,0.99324,3.12,0.28,11.1,4
6.0,0.28,0.24,17.8,47.0,42.0,111.0,0.9989600000000001,3.1,0.45,8.9,6
6.0,0.28,0.24,17.8,47.0,42.0,111.0,0.9989600000000001,3.1,0.45,8.9,6
7.1,0.2,0.37,1.5,49.0,28.0,129.0,0.99226,3.15,0.52,10.8,5
6.8,0.33,0.31,7.4,45.0,34.0,143.0,0.99226,3.06,0.55,12.2,6
6.0,0.28,0.24,17.8,47.0,42.0,111.0,0.9989600000000001,3.1,0.45,8.9,6
7.2,0.24,0.36,2.0,29.0,21.0,63.0,0.9907600000000001,3.13,0.63,12.5,6
6.8,0.33,0.31,7.4,45.0,34.0,143.0,0.99226,3.06,0.55,12.2,6
7.2,0.24,0.36,2.0,29.0,21.0,63.0,0.9907600000000001,3.13,0.63,12.5,6
6.0,0.28,0.24,17.8,47.0,42.0,111.0,0.9989600000000001,3.1,0.45,8.9,6
6.2,0.27,0.26,12.1,46.0,43.0,127.0,0.9951,3.16,0.37,10.8,6
6.4,0.38,0.26,8.2,43.0,28.0,98.0,0.99234,2.99,0.31,11.4,6
7.1,0.2,0.37,1.5,49.0,28.0,129.0,0.99226,3.15,0.52,10.8,5
6.0,0.21,0.3,8.7,36.0,47.0,127.0,0.9936799999999999,3.18,0.39,10.6,5
7.0,0.34,0.1,3.5,44.0,17.0,63.0,0.9937,3.01,0.39,9.2,5
7.0,0.25,0.33,2.1,21.0,17.0,76.0,0.99021,3.26,0.45,12.3,6
6.7,0.26,0.29,7.7,38.0,40.0,179.0,0.99479,3.23,0.56,10.4,6
7.0,0.24,0.3,12.3,35.0,72.0,172.0,0.9954,2.99,0.57,10.4,6
8.5,0.23,0.34,1.3,35.0,54.0,110.0,0.9917600000000001,3.07,0.55,11.0,7
6.0,0.21,0.3,8.7,36.0,47.0,127.0,0.9936799999999999,3.18,0.39,10.6,5
7.0,0.34,0.1,3.5,44.0,17.0,63.0,0.9937,3.01,0.39,9.2,5
5.8,0.27,0.26,3.5,71.0,26.0,69.0,0.9899399999999999,3.1,0.38,11.5,6
6.5,0.33,0.3,3.8,36.0,34.0,88.0,0.9902799999999999,3.25,0.63,12.5,7
6.5,0.33,0.3,3.8,36.0,34.0,88.0,0.9902799999999999,3.25,0.63,12.5,7
6.7,0.31,0.3,2.4,38.0,30.0,83.0,0.98867,3.09,0.36,12.8,7
6.2,0.39,0.24,4.8,37.0,45.0,138.0,0.99174,3.23,0.43,11.2,7
6.2,0.39,0.24,4.8,37.0,45.0,138.0,0.99174,3.23,0.43,11.2,7
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6
6.5,0.33,0.3,3.8,36.0,34.0,88.0,0.9902799999999999,3.25,0.63,12.5,7
7.2,0.25,0.32,1.5,54.0,24.0,105.0,0.99154,3.17,0.48,11.1,6
6.2,0.39,0.24,4.8,37.0,45.0,138.0,0.99174,3.23,0.43,11.2,7
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6
6.2,0.28,0.51,7.9,56.0,49.0,206.0,0.9956,3.18,0.52,9.4,5
6.4,0.35,0.28,1.6,37.0,31.0,113.0,0.98779,3.12,0.4,14.2,7
6.6,0.31,0.28,1.4,35.0,28.0,107.0,0.98836,3.0,0.4,13.2,6
7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.9913799999999999,3.04,0.53,11.2,6
7.3,0.36,0.34,14.8,57.0,46.0,173.0,0.99751,3.14,0.57,10.2,5
6.7,0.31,0.3,2.4,38.0,30.0,83.0,0.98867,3.09,0.36,12.8,7
8.6,0.31,0.3,0.9,45.0,16.0,109.0,0.99249,2.95,0.39,10.1,5
8.6,0.31,0.3,0.9,45.0,16.0,109.0,0.99249,2.95,0.39,10.1,5
8.6,0.22,0.33,1.2,31.0,38.0,95.0,0.99239,2.83,0.31,10.3,5
6.9,0.14,0.29,9.9,56.0,30.0,91.0,0.9951200000000001,3.19,0.33,9.9,6
6.5,0.22,0.31,3.9,46.0,17.0,106.0,0.99098,3.15,0.31,11.5,5
6.6,0.32,0.47,15.6,63.0,27.0,173.0,0.99872,3.18,0.56,9.0,5
6.6,0.32,0.47,15.6,63.0,27.0,173.0,0.99872,3.18,0.56,9.0,5
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.9889399999999999,3.03,0.41,12.1,6
6.2,0.3,0.28,1.6,36.0,28.0,106.0,0.988245,3.14,0.41,13.3,6
6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8
8.7,0.31,0.21,5.6,39.0,28.0,67.0,0.9932799999999999,2.96,0.52,11.0,4
7.3,0.27,0.3,1.3,0.04,26.0,84.0,0.9922200000000001,3.28,0.53,10.7,6
7.0,0.46,0.2,16.7,46.0,50.0,184.0,0.99898,3.08,0.56,9.4,5
5.7,0.23,0.25,7.95,42.0,16.0,108.0,0.9948600000000001,3.44,0.61,10.3,6
8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.9906200000000001,2.88,0.6,12.0,6
6.2,0.27,0.32,6.3,48.0,47.0,159.0,0.99282,3.21,0.6,11.0,6
7.2,0.23,0.39,1.5,53.0,26.0,106.0,0.99166,3.18,0.47,11.1,6
6.4,0.2,0.15,6.6,46.0,26.0,113.0,0.99408,2.99,0.58,9.9,6
6.1,0.27,0.32,6.2,48.0,47.0,161.0,0.9928100000000001,3.22,0.6,11.0,6
6.2,0.27,0.32,6.3,48.0,47.0,159.0,0.99282,3.21,0.6,11.0,6
6.0,0.3,0.33,2.1,42.0,31.0,127.0,0.98964,3.32,0.42,12.5,6
6.1,0.3,0.32,2.2,42.0,41.0,142.0,0.9895200000000001,3.31,0.44,12.7,7
5.7,0.14,0.3,5.4,45.0,26.0,105.0,0.99469,3.32,0.45,9.3,5
6.3,0.33,0.2,17.9,66.0,36.0,161.0,0.9991,3.14,0.51,8.8,5
7.0,0.16,0.3,2.6,43.0,34.0,90.0,0.9904700000000001,2.88,0.47,11.2,6
8.4,0.22,0.3,1.3,38.0,45.0,122.0,0.9917799999999999,3.13,0.54,10.8,7
6.3,0.33,0.2,17.9,66.0,36.0,161.0,0.9991,3.14,0.51,8.8,5
7.0,0.16,0.3,2.6,43.0,34.0,90.0,0.9904700000000001,2.88,0.47,11.2,6
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.9920700000000001,3.24,0.46,10.3,5
7.7,0.31,0.36,4.3,26.0,15.0,87.0,0.9915200000000001,3.11,0.48,12.0,5
5.6,185.0,0.19,7.1,48.0,36.0,110.0,0.9943799999999999,3.26,0.41,9.5,6
5.6,185.0,0.19,7.1,48.0,36.0,110.0,0.9943799999999999,3.26,0.41,9.5,6
6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.9962200000000001,3.14,0.54,9.8,6
7.6,0.39,0.46,11.7,84.0,55.0,170.0,0.9977299999999999,2.91,0.51,9.0,5
7.2,0.58,0.27,5.8,32.0,40.0,118.0,0.9908799999999999,3.17,0.53,13.0,7
6.0,0.34,0.32,3.8,44.0,13.0,116.0,0.99108,3.39,0.44,11.8,7
7.5,0.35,0.48,12.4,56.0,61.0,176.5,0.99803,2.97,0.52,8.8,5
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.9930399999999999,3.1,0.55,11.2,4
5.4,185.0,0.19,7.1,48.0,36.0,110.0,0.9943799999999999,3.26,0.41,9.5,6
6.3,0.27,0.51,7.6,49.0,35.0,200.0,0.9954799999999999,3.16,0.54,9.4,4
6.5,0.29,0.52,7.9,49.0,35.0,192.0,0.99551,3.16,0.51,9.5,6
6.4,0.17,0.3,2.8,34.0,33.0,125.0,0.9915200000000001,3.03,0.49,10.4,6
6.7,0.18,0.31,10.6,35.0,42.0,143.0,0.99572,3.08,0.49,9.8,7
6.4,0.17,0.3,2.8,34.0,33.0,125.0,0.9915200000000001,3.03,0.49,10.4,6
6.3,0.27,0.51,7.6,49.0,35.0,200.0,0.9954799999999999,3.16,0.54,9.4,4
6.5,0.29,0.52,7.9,49.0,35.0,192.0,0.99551,3.16,0.51,9.5,6
6.1,0.24,0.26,1.7,33.0,61.0,134.0,0.9903,3.19,0.81,11.9,7
7.0,0.32,0.29,7.6,25.0,35.0,124.0,0.9916200000000001,3.15,0.65,12.8,7
6.9,0.27,0.25,7.5,0.03,18.0,117.0,0.99116,3.09,0.38,13.0,6
6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,7
6.5,0.29,0.52,1.7,34.0,41.0,193.0,0.99223,3.25,0.59,10.4,6
6.1,0.22,0.25,12.1,35.0,54.0,135.0,0.9948100000000001,3.21,0.4,10.7,5
6.3,0.22,0.27,4.5,36.0,81.0,157.0,0.9928,3.05,0.76,10.7,7
6.1,0.24,0.26,1.7,33.0,61.0,134.0,0.9903,3.19,0.81,11.9,7
5.6,0.23,0.25,8.0,43.0,31.0,101.0,0.99429,3.19,0.42,10.4,6
7.0,0.32,0.29,7.6,25.0,35.0,124.0,0.9916200000000001,3.15,0.65,12.8,7
6.8,0.11,0.27,8.6,44.0,45.0,104.0,0.99454,3.2,0.37,9.9,6
6.8,0.11,0.27,8.6,44.0,45.0,104.0,0.99454,3.2,0.37,9.9,6
7.3,0.23,0.41,14.6,48.0,73.0,223.0,0.9986299999999999,3.16,0.71,9.4,6
6.8,0.11,0.27,8.6,44.0,45.0,104.0,0.99454,3.2,0.37,9.9,6
7.3,0.23,0.41,14.6,48.0,73.0,223.0,0.9986299999999999,3.16,0.71,9.4,6
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.9931700000000001,2.99,0.39,9.2,5
6.7,0.19,0.32,3.7,41.0,26.0,76.0,0.9917299999999999,2.9,0.57,10.5,7
6.7,0.28,0.34,8.9,48.0,32.0,111.0,0.99455,3.25,0.54,11.0,7
6.7,0.28,0.34,8.9,48.0,32.0,111.0,0.99455,3.25,0.54,11.0,7
8.0,0.37,0.31,4.7,38.0,3.0,127.0,0.9918600000000001,2.9,0.72,12.1,5
6.7,0.28,0.34,8.9,48.0,32.0,111.0,0.99455,3.25,0.54,11.0,7
6.0,0.26,0.29,3.1,41.0,37.0,144.0,0.98944,3.22,0.39,12.8,7
6.4,0.25,0.57,1.0,62.0,21.0,122.0,0.9923799999999999,3.0,0.4,9.5,5
6.1,0.25,0.48,15.8,52.0,25.0,94.0,0.99782,3.07,0.45,9.2,6
6.8,0.14,0.35,1.5,47.0,40.0,117.0,0.99111,3.07,0.72,11.1,6
6.5,0.38,0.26,5.2,42.0,33.0,112.0,0.99067,3.06,0.5,12.3,7
6.8,0.14,0.35,1.5,47.0,40.0,117.0,0.99111,3.07,0.72,11.1,6
5.4,0.15,0.32,2.5,37.0,10.0,51.0,0.9887799999999999,3.04,0.58,12.6,6
6.4,0.25,0.57,1.0,62.0,21.0,122.0,0.9923799999999999,3.0,0.4,9.5,5
6.1,0.25,0.48,15.8,52.0,25.0,94.0,0.99782,3.07,0.45,9.2,6
6.8,0.22,0.32,5.9,54.0,40.0,152.0,0.9938,3.2,0.57,10.8,6
7.2,0.21,0.29,3.1,44.0,39.0,122.0,0.9914299999999999,3.0,0.6,11.3,6
6.0,0.26,0.29,3.1,41.0,37.0,144.0,0.98944,3.22,0.39,12.8,7
6.5,0.46,0.24,11.5,51.0,56.0,171.0,0.9958799999999999,3.08,0.56,9.8,6
6.5,0.18,0.48,18.0,54.0,56.0,183.0,1.0003799999999998,2.98,0.61,8.5,6
6.2,0.32,0.12,4.8,54.0,6.0,97.0,0.99424,3.16,0.5,9.3,5
7.2,0.4,0.24,8.5,55.0,45.0,151.0,0.99626,3.2,0.52,9.2,5
5.9,0.23,0.24,1.6,37.0,32.0,115.0,0.9907600000000001,3.21,0.51,11.4,6
6.4,0.18,0.48,18.0,54.0,56.0,183.0,1.0003799999999998,2.98,0.61,8.5,6
6.2,0.32,0.12,4.8,54.0,6.0,97.0,0.99424,3.16,0.5,9.3,5
6.4,0.37,0.12,5.9,56.0,6.0,91.0,0.99536,3.06,0.46,8.4,4
7.0,0.23,0.42,1.1,62.0,35.0,100.0,0.99318,3.04,0.4,9.2,5
7.2,0.4,0.24,8.5,55.0,45.0,151.0,0.99626,3.2,0.52,9.2,5
7.6,0.19,0.37,13.1,33.0,52.0,151.0,0.99726,3.18,0.79,10.4,6
6.0,0.28,0.27,4.1,46.0,50.0,147.0,0.99126,3.27,0.56,11.6,6
6.2,0.32,0.45,2.9,29.0,37.0,94.0,0.98998,3.25,0.6,12.4,6
7.6,0.19,0.37,13.1,33.0,52.0,151.0,0.99726,3.18,0.79,10.4,6
6.4,0.26,0.26,1.1,52.0,22.0,176.0,0.9930399999999999,3.09,0.54,9.3,5
5.9,0.25,0.27,1.5,29.0,37.0,81.0,0.9892,3.2,0.46,12.2,6
6.1,0.28,0.3,7.75,31.0,33.0,139.0,0.9929600000000001,3.22,0.46,11.0,6
6.9,0.19,0.38,1.15,23.0,30.0,105.0,0.9904700000000001,3.11,0.38,11.4,5
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5
6.8,0.27,0.22,17.8,34.0,16.0,116.0,0.9989,3.07,0.53,9.2,5
7.5,0.26,0.38,5.7,21.0,23.0,125.0,0.9933799999999999,3.13,0.62,11.1,6
6.8,0.27,0.22,17.8,34.0,16.0,116.0,0.9989,3.07,0.53,9.2,5
6.4,0.2,0.22,7.4,32.0,53.0,172.0,0.9940399999999999,3.24,0.58,11.0,6
7.3,0.33,0.22,1.4,41.0,40.0,177.0,0.99287,3.14,0.48,9.9,5
7.3,0.34,0.22,1.4,44.0,43.0,176.0,0.9928600000000001,3.14,0.46,9.9,5
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5
6.1,1.1,0.16,4.4,33.0,8.0,109.0,0.9905799999999999,3.35,0.47,12.4,4
6.3,0.24,0.29,1.6,52.0,48.0,185.0,0.9934,3.21,0.5,9.4,5
6.2,0.24,0.22,7.9,53.0,45.0,149.0,0.99545,3.23,0.52,9.3,5
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7
6.9,0.19,0.35,13.5,38.0,49.0,118.0,0.99546,3.0,0.63,10.7,6
6.9,0.19,0.35,13.5,38.0,49.0,118.0,0.99546,3.0,0.63,10.7,6
6.8,0.16,0.36,1.3,34.0,32.0,98.0,0.9905799999999999,3.02,0.58,11.3,6
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
6.8,0.3,0.27,11.6,28.0,22.0,97.0,0.9931399999999999,2.96,0.38,11.7,6
6.2,0.24,0.22,7.9,53.0,45.0,149.0,0.99545,3.23,0.52,9.3,5
